idx,Name,Points,Discipline,Gender,Sex
521,MAKOTO YAMAUCHI,86,Boulder,Male,1
522,STEFAN SCARPERI,82.86,Boulder,Male,1
523,REI KAWAMATA,82,Boulder,Male,1
524,SASCHA LEHMANN,81.92,Boulder,Male,1
525,MATHIAS CONRAD,78.54,Boulder,Male,1
526,GUILLAUME GLAIRON MONDET,75.82,Boulder,Male,1
527,YUKI HADA,71.64,Boulder,Male,1
528,SIMON UNGER,65.31,Boulder,Male,1
529,COLIN DUFFY,64.52,Boulder,Male,1
530,JONATAN FLOR VAZQUEZ,64.4,Boulder,Male,1
531,WILLIAM RIDAL,63.77,Boulder,Male,1
532,MINORU NAKANO,63.06,Boulder,Male,1
533,NICOLAS COLLIN,60.97,Boulder,Male,1
534,THILO JELDRIK SCHRÖTER,60.57,Boulder,Male,1
535,ZACH GALLA,55.4,Boulder,Male,1
536,KAITO WATANABE,54.92,Boulder,Male,1
537,MAXIMILLIAN MILNE,47,Boulder,Male,1
538,NAOKI SHIMATANI,43.72,Boulder,Male,1
539,ALEX WATERHOUSE,40.8,Boulder,Male,1
540,THOMAS CALEYRON,40,Boulder,Male,1
541,ERIC LOPEZ MATEOS,39.64,Boulder,Male,1
542,ANDRE DIFELICE,36.36,Boulder,Male,1
543,SERGEI SKORODUMOV,35.92,Boulder,Male,1
544,SEBASTIEN LAZURE,34.64,Boulder,Male,1
545,SHAWN RABOUTOU,32.5,Boulder,Male,1
546,ZAN LOVENJAK SUDAR,32.42,Boulder,Male,1
547,KEVIN HEINIGER,31.47,Boulder,Male,1
548,BENJAMIN BLASER,30.3,Boulder,Male,1
549,KIPRAS BALTRUNAS,29.83,Boulder,Male,1
550,MATTHEW COUSINS,29.09,Boulder,Male,1
551,AMIR NOURI,28.22,Boulder,Male,1
552,THOMAS FARRELL,28,Boulder,Male,1
553,NIKOLAI IARILOVETS,27.5,Boulder,Male,1
554,ATSUSHI SHIMIZU,26.72,Boulder,Male,1
555,PETER DIXON,26.7,Boulder,Male,1
556,ROSS FULKERSON,25.45,Boulder,Male,1
557,PHILIPP MARTIN,24.02,Boulder,Male,1
558,SAM MCQUEEN,24,Boulder,Male,1
559,RICCARDO PIAZZA,23.4,Boulder,Male,1
560,DANIEL WOODS,22,Boulder,Male,1
561,AIDAN ROBERTS,21.34,Boulder,Male,1
562,SERGEI LUZHETSKII,21.18,Boulder,Male,1
563,CHRISTOPH SCHWEIGER,20.82,Boulder,Male,1
564,KIM MARSCHNER,20.54,Boulder,Male,1
565,KAI LIGHTNER,19.74,Boulder,Male,1
566,JAN-LUCA POSCH,19.14,Boulder,Male,1
567,ELIAS WEILER,18.12,Boulder,Male,1
568,ARTHUR TERNANT,18,Boulder,Male,1
569,GEORG PARMA,16.66,Boulder,Male,1
570,STEFANO GHISOLFI,16.52,Boulder,Male,1
571,MARCELLO BOMBARDI,16.22,Boulder,Male,1
572,ZIDA MA,16.02,Boulder,Male,1
573,WILLIAM BOSI,15.84,Boulder,Male,1
574,LEO AVEZOU,15,Boulder,Male,1
575,JAKUB JODLOWSKI,13.92,Boulder,Male,1
576,FLORIAN KLINGLER,13.36,Boulder,Male,1
577,HAIBIN QU,12.85,Boulder,Male,1
578,SIN-FAI HO,12.5,Boulder,Male,1
579,MATT FULTZ,12,Boulder,Male,1
580,MAX PRINZ,10.84,Boulder,Male,1
581,BJØRN ARNEL IISAGER,10.74,Boulder,Male,1
582,ANTHONY GULLSTEN,10.42,Boulder,Male,1
583,FILIP SCHENK,10,Boulder,Male,1
584,ERIC SETHNA,9.96,Boulder,Male,1
585,ASHRAF MOHAMMAD SAPRI,9,Boulder,Male,1
586,MAX KLEESATTEL,8.64,Boulder,Male,1
587,MICHAEL O'ROURKE,8.64,Boulder,Male,1
588,CHUA DENNIS,8.32,Boulder,Male,1
589,RUDOLPH RUANA,7.96,Boulder,Male,1
590,NICKY DE LEEUW,7.87,Boulder,Male,1
591,COLIN WILLS,7.5,Boulder,Male,1
592,WILL ANGLIN,7.5,Boulder,Male,1
593,MIKEL ASIER LINACISORO MOLINA,7.5,Boulder,Male,1
594,MATIC KOTAR,7.5,Boulder,Male,1
595,ELIAS ARRIAGADA KRÜGER,7.47,Boulder,Male,1
596,ELAN JONASMCRAE,7.12,Boulder,Male,1
597,KHOSRO HASHEMZADEH,6.5,Boulder,Male,1
598,YUTA IMAIZUMI,6.22,Boulder,Male,1
599,JABEE KIM,6.12,Boulder,Male,1
600,MATTHIAS ERBER,6.1,Boulder,Male,1
601,AUSTIN GEIMAN,5.86,Boulder,Male,1
602,AO YURIKUSA,5.5,Boulder,Male,1
603,STEPAN STRANIK,5.5,Boulder,Male,1
604,DANIEL FISHER,5.5,Boulder,Male,1
605,SUNGJOON CHAE,5.24,Boulder,Male,1
606,YUVAL SHEMLA,5,Boulder,Male,1
607,MASAHIRO HIGUCHI,5,Boulder,Male,1
608,LUKAS ENNEMOSER,4.92,Boulder,Male,1
609,REZA KOLASANGIAN,4.5,Boulder,Male,1
610,SANDEEP MAITY,4.5,Boulder,Male,1
611,LUCAS UCHIDA,4.22,Boulder,Male,1
612,CHI-FUNG AU,4.16,Boulder,Male,1
613,ANDREW LAMB,3.82,Boulder,Male,1
614,SINGH ADARSH,3.82,Boulder,Male,1
615,STEFAN DANKER,3.5,Boulder,Male,1
616,WINAI RUANGRIT,3.5,Boulder,Male,1
617,EDVARDS GRUZITIS,3.5,Boulder,Male,1
618,SERGIO PASTOR MARTÍNEZ,3.5,Boulder,Male,1
619,YUYA KITAE,3.5,Boulder,Male,1
620,ZHOUWEN HUANG,3.5,Boulder,Male,1
621,HANNES PUMAN,3.36,Boulder,Male,1
622,NIMROD MARCUS,2.96,Boulder,Male,1
623,NILS FAVRE,2.9,Boulder,Male,1
624,JOSH LARSON,2.88,Boulder,Male,1
625,BENJAMIN HANNA,2.49,Boulder,Male,1
626,ZANDER WALLER,2.42,Boulder,Male,1
627,AJIJ SHAIKH,2,Boulder,Male,1
628,CHEUNG-CHI SHOJI CHAN,1.96,Boulder,Male,1
629,SEYED REZA CHASHI,1.82,Boulder,Male,1
630,PASCAL GAGNEUX,1.72,Boulder,Male,1
631,VASYA VOROTNIKOV,1.64,Boulder,Male,1
632,MAURICIO HUERTA,1.5,Boulder,Male,1
633,ASHER GAVIN CHIAM KAI CHEN,1.5,Boulder,Male,1
634,YUTA KOBATA,1.5,Boulder,Male,1
635,ILARI JUHO KELLONIEMI,1.5,Boulder,Male,1
636,FEDIR SAMOILOV,1.5,Boulder,Male,1
637,SOMNATH RAMDAS SHINDE,1.47,Boulder,Male,1
638,VICKY BHALERAO,1.37,Boulder,Male,1
639,RAM LEVIN,1.34,Boulder,Male,1
640,MOHAMMADHOSSEIN SAGHARI,1.32,Boulder,Male,1
641,JULIEN CLÉMENCE,1.22,Boulder,Male,1
642,IRFAN SHAIKH,1,Boulder,Male,1
643,TUHIN VIKAS SATARKAR,0.95,Boulder,Male,1
644,HOSSEIN FAMILROHANI,0.92,Boulder,Male,1
645,NINO GRÜNENFELDER,0.92,Boulder,Male,1
646,LUKA POTOCAR,0.92,Boulder,Male,1
647,STEFAN FELLNER,0.9,Boulder,Male,1
648,KEVIN ARC,0.9,Boulder,Male,1
649,TOMOKI MUSHA,0.9,Boulder,Male,1
650,ALBERTO GINÉS LÓPEZ,0.82,Boulder,Male,1
651,RYOHEI KAMEYAMA,0.82,Boulder,Male,1
652,SOLOMON BARTH,0.82,Boulder,Male,1
653,ELKO SCHELLINGERHOUT,0.82,Boulder,Male,1
654,THATTANA RAKSACHAT,0.82,Boulder,Male,1
655,STEFAN SCHMIEG,0.82,Boulder,Male,1
656,MARK BRAND,0.82,Boulder,Male,1
657,STEPHAN VOGT,0.82,Boulder,Male,1
658,NICHOLAS MILBURN,0.82,Boulder,Male,1
659,SUNGBO SEO,0.82,Boulder,Male,1
660,JESSE TAPLIN,0.82,Boulder,Male,1
661,DICHONG HUANG,0.72,Boulder,Male,1
662,HIBIKI YAMAUCHI,0.72,Boulder,Male,1
663,DON VAN LAERE,0.72,Boulder,Male,1
664,HAMED HEYDARIDOLABI,0.72,Boulder,Male,1
665,WILL JOHNSON,0.7,Boulder,Male,1
666,KYLE STRUTHERS,0.7,Boulder,Male,1
667,GAURAV KUMAR,0.65,Boulder,Male,1
668,IAN DORY,0.62,Boulder,Male,1
669,DMITRII FAKIRIANOV,0.62,Boulder,Male,1
670,LOÏC TIMMERMANS,0.62,Boulder,Male,1
671,PALMER LARSEN,0.62,Boulder,Male,1
672,JJ MAH,0.62,Boulder,Male,1
673,CARLO TRAVERSI,0.62,Boulder,Male,1
674,PAUL JENFT,0.62,Boulder,Male,1
675,EMILIEN CASADO,0.62,Boulder,Male,1
676,YOUNGHYUN KIM,0.62,Boulder,Male,1
677,RAHUL SAPRA,0.62,Boulder,Male,1
678,ARTURAS VOLKOVAS,0.6,Boulder,Male,1
679,QUINN O'FRANCIA,0.6,Boulder,Male,1
680,JOSEPH DIAZ,0.6,Boulder,Male,1
681,DOMINIK HAERTL,0.6,Boulder,Male,1
682,CIARÁN SCANLON,0.52,Boulder,Male,1
683,NICOLAS JANUEL,0.52,Boulder,Male,1
684,TAMÁS FARKAS,0.52,Boulder,Male,1
685,LOUIS PARKINSON,0.52,Boulder,Male,1
686,HÉCTOR ADRIÁN MARTÍNEZ CORDERO,0.52,Boulder,Male,1
687,COLE SKINNER,0.52,Boulder,Male,1
688,SOYA SHIMADA,0.52,Boulder,Male,1
689,CARLOS GRANJA,0.52,Boulder,Male,1
690,ROB DENAYER,0.52,Boulder,Male,1
691,PIERRE LE CERF,0.52,Boulder,Male,1
692,CHANGFENG QU,0.52,Boulder,Male,1
693,SIU-HEI TANG,0.52,Boulder,Male,1
694,CHEUK-HEI HO,0.5,Boulder,Male,1
695,OSCAR BAUDRAND,0.5,Boulder,Male,1
696,LUKAS GEUKENS,0.35,Boulder,Male,1
697,MATTHIAS KÖNIG,0.35,Boulder,Male,1
698,PRANIL MAN SHRESTHA,0.26,Boulder,Male,1
699,PETER ERARD,0.26,Boulder,Male,1
700,PEMBA SHERPA,0.26,Boulder,Male,1
701,SAMAN SHRESTHA,0.26,Boulder,Male,1
702,LEVIN SCHILLING,0.26,Boulder,Male,1
703,AKIYO NOGUCHI,2065,Boulder,Female,2
704,MIHO NONAKA,1901,Boulder,Female,2
705,SHAUNA COXSEY,1771.7,Boulder,Female,2
706,JANJA GARNBRET,1661,Boulder,Female,2
707,FANNY GIBERT,1262.04,Boulder,Female,2
708,PETRA KLINGLER,1077.5,Boulder,Female,2
709,KATJA DEBEVEC,839.72,Boulder,Female,2
710,STASA GEJO,806.42,Boulder,Female,2
711,SOL SA,746.22,Boulder,Female,2
712,CHLOE CAULIER,608.86,Boulder,Female,2
713,FUTABA ITO,520.5,Boulder,Female,2
714,MELISSA LE NEVE,518.82,Boulder,Female,2
715,JESSICA PILZ,505.5,Boulder,Female,2
716,MEGAN MASCARENAS,460.5,Boulder,Female,2
717,MONIKA RETSCHY,440.5,Boulder,Female,2
718,KATHARINA SAURWEIN,434.49,Boulder,Female,2
719,AYA ONOE,429.96,Boulder,Female,2
720,ANNA STÖHR,426.12,Boulder,Female,2
721,ALANNAH YIP,422.64,Boulder,Female,2
722,BERIT SCHWAIGER,420.18,Boulder,Female,2
723,NATALIA GROSSMAN,405.77,Boulder,Female,2
724,MICHAELA TRACY,394.5,Boulder,Female,2
725,MEI KOTAKE,364.04,Boulder,Female,2
726,ALMA BESTVATER,362.3,Boulder,Female,2
727,LEAH CRANE,345.32,Boulder,Female,2
728,KYRA CONDIE,340.92,Boulder,Female,2
729,ALEX PUCCIO,308,Boulder,Female,2
730,EKATERINA KIPRIIANOVA,304.04,Boulder,Female,2
731,MAO NAKAMURA,290.96,Boulder,Female,2
732,BROOKE RABOUTOU,274.42,Boulder,Female,2
733,JOHANNA FÄRBER,271.54,Boulder,Female,2
734,JULIJA KRUDER,263.92,Boulder,Female,2
735,ORIANE BERTONE,235,Boulder,Female,2
736,IEVGENIIA KAZBEKOVA,233.14,Boulder,Female,2
737,SIERRA BLAIR-COYLE,232.64,Boulder,Female,2
738,KAROLINE SINNHUBER,230.62,Boulder,Female,2
739,FRANZISKA STERRER,230.58,Boulder,Female,2
740,HUNG YING LEE,200.54,Boulder,Female,2
741,LUCKA RAKOVEC,197.5,Boulder,Female,2
742,CLEMENTINE KAISER,194.72,Boulder,Female,2
743,JULIA CHANOURDIE,187.42,Boulder,Female,2
744,MÉLANIE SANDOZ,184.5,Boulder,Female,2
745,ALEX JOHNSON,171.5,Boulder,Female,2
746,AFRA HÖNIG,170.24,Boulder,Female,2
747,JAIN KIM,158.66,Boulder,Female,2
748,VITA LUKAN,156.82,Boulder,Female,2
749,MARGO HAYES,150.45,Boulder,Female,2
750,MIA KRAMPL,146,Boulder,Female,2
751,HANNAH MEUL,143.32,Boulder,Female,2
752,SANDRA LETTNER,142.82,Boulder,Female,2
753,LILLI KIESGEN,142.81,Boulder,Female,2
754,ANDREA KÜMIN,138.32,Boulder,Female,2
755,VERA ZIJLSTRA,111.23,Boulder,Female,2
756,YUKA KOBAYASHI,100.52,Boulder,Female,2
757,ELNAZ REKABI,99.82,Boulder,Female,2
758,LAURA ROGORA,96.89,Boulder,Female,2
759,CAMILLA MORONI,95.5,Boulder,Female,2
760,NANAKO KURA,94.98,Boulder,Female,2
761,TOMOKO KAJIMA,94,Boulder,Female,2
762,CHARLOTTE DURIF,89,Boulder,Female,2
763,EMILY PHILLIPS,87.27,Boulder,Female,2
764,YUETONG ZHANG,80.5,Boulder,Female,2
765,AI MORI,78,Boulder,Female,2
766,JULIA PINGGERA,76.62,Boulder,Female,2
767,KATHARINA POSCH,75,Boulder,Female,2
768,OCEANIA MACKENZIE,74.82,Boulder,Female,2
769,JULIANE WURM,72.5,Boulder,Female,2
770,FLAVY COHAUT,71.12,Boulder,Female,2
771,URSKA REPUSIC,71.02,Boulder,Female,2
772,STACEY WELDON,69,Boulder,Female,2
773,KYLIE CULLEN,67.5,Boulder,Female,2
774,ASHIMA SHIRAISHI,67,Boulder,Female,2
775,AIKA TAJIMA,64,Boulder,Female,2
776,AYARI SAKAMOTO,63.5,Boulder,Female,2
777,GIORGIA TESIO,62.14,Boulder,Female,2
778,IULIIA PANTELEEVA,61.56,Boulder,Female,2
779,HANNAH MIDTBOE,58.54,Boulder,Female,2
780,MAËLYS AGRAPART,58.45,Boulder,Female,2
781,RONG JIANG,57.33,Boulder,Female,2
782,LISA CHULICH,52.75,Boulder,Female,2
783,LUCE DOUADY,51,Boulder,Female,2
784,KATARZYNA EKWINSKA,50.54,Boulder,Female,2
785,NATALIE BÄRTSCHI,50.36,Boulder,Female,2
786,ANGELA PAYNE,49,Boulder,Female,2
787,MANON HILY,47.84,Boulder,Female,2
788,MAYA MADERE,47.47,Boulder,Female,2
789,JOHANNA HOLFELD,45.54,Boulder,Female,2
790,VIKTORIIA MESHKOVA,43.94,Boulder,Female,2
791,MINSEON KIM,42.67,Boulder,Female,2
792,SAKI KIKUCHI,42.62,Boulder,Female,2
793,CHARLOTTE ANDRE,41.02,Boulder,Female,2
794,DI NIU,39.44,Boulder,Female,2
795,CLAIRE BUHRFEIND,38.82,Boulder,Female,2
796,ELENA KRASOVSKAIA,38.14,Boulder,Female,2
797,ALIZÉE DUFRAISSE,37.5,Boulder,Female,2
798,VANDA MICHALKOVA,36.5,Boulder,Female,2
799,HANNAH SLANEY,35.87,Boulder,Female,2
800,MATTEA PÖTZI,34.5,Boulder,Female,2
801,TJASA SLEMENSEK,34.5,Boulder,Female,2
802,ALLISON VEST,34.46,Boulder,Female,2
803,TARA HAYES,33.12,Boulder,Female,2
804,MIWA OBA,31.13,Boulder,Female,2
805,LAMU RENQING,30.1,Boulder,Female,2
806,EVGENIYA LAPSHINA,29.5,Boulder,Female,2
807,MEAGAN MARTIN,29.26,Boulder,Female,2
808,SIENNA KOPF,28.66,Boulder,Female,2
809,CAMILLE FAILLE,26.04,Boulder,Female,2
810,IRINA KUZMENKO,25.84,Boulder,Female,2
811,ANNE-SOPHIE KOLLER,25.64,Boulder,Female,2
812,VALERI KREMER,25.54,Boulder,Female,2
813,TAMARA ULZHABAYEVA,25.12,Boulder,Female,2
814,SAEKO SUGIMURA,25.04,Boulder,Female,2
815,JENNIFER WOOD,24.99,Boulder,Female,2
816,ELSA PONZO,24.92,Boulder,Female,2
817,AYALA KEREM,24.5,Boulder,Female,2
818,LUCIJA TARKUS,24,Boulder,Female,2
819,JARA SPÄTE,23.52,Boulder,Female,2
820,MICHAELA KIERSCH,23.5,Boulder,Female,2
821,KAORI HOSONO,23.31,Boulder,Female,2
822,ROXANA WIENAND,21.42,Boulder,Female,2
823,EMMA HORAN,20.9,Boulder,Female,2
824,VALENTINA AGUADO,20.52,Boulder,Female,2
825,MEGAN LYNCH,19.77,Boulder,Female,2
826,ELISE SETHNA,19.3,Boulder,Female,2
827,NAÏLÉ MEIGNAN,19.12,Boulder,Female,2
828,LILY CANAVAN,19,Boulder,Female,2
829,LUCIA DÖRFFEL,17.5,Boulder,Female,2
830,VANESSA SI YINN TENG,16.76,Boulder,Female,2
831,RYU NAKAGAWA,14.57,Boulder,Female,2
832,MÁRIA ČELKOVÁ,13.91,Boulder,Female,2
833,SOFYA YOKOYAMA,13.31,Boulder,Female,2
834,HOLLY TOOTHILL,12.85,Boulder,Female,2
835,MARGARYTA ZAKHAROVA,12.18,Boulder,Female,2
836,GIULIA MEDICI,12,Boulder,Female,2
837,NATSUKI TANII,12,Boulder,Female,2
838,MAILYS PIAZZALUNGA,11,Boulder,Female,2
839,SEUNGHYUN KIM,11,Boulder,Female,2
840,BRONWEN KARNIS,11,Boulder,Female,2
841,PUNTARIKA TUNYAVANICH,10.82,Boulder,Female,2
842,MINA MARKOVIC,10.4,Boulder,Female,2
843,TINA JOHNSEN HAFSAAS,9.5,Boulder,Female,2
844,NASIM BIYARJOMANDY,9.5,Boulder,Female,2
845,EMILIE PELLERIN,9,Boulder,Female,2
846,SAARI WATANABE,8.84,Boulder,Female,2
847,TIFFANY MELIUS,8.22,Boulder,Female,2
848,ROMANE GRANDCOING,8.02,Boulder,Female,2
849,GRACE MCKEEHAN,7.95,Boulder,Female,2
850,ANNA TSYGANOVA,7.66,Boulder,Female,2
851,CHAUNCEY CARROLL,7.5,Boulder,Female,2
852,MIE (MARIE THERESE) KASTET,7.5,Boulder,Female,2
853,FRANCESCA METCALF,7.5,Boulder,Female,2
854,AYA SUGAWARA,7.5,Boulder,Female,2
855,FATEMEH JAFARI MAHMODABADI,7,Boulder,Female,2
856,MOLLY RENNIE,7,Boulder,Female,2
857,CLAIRE KASSAY,6.77,Boulder,Female,2
858,ANNA BORELLA,6.02,Boulder,Female,2
859,ALISE ZVIGULE,6,Boulder,Female,2
860,PETRA RUZICKOVA,5.82,Boulder,Female,2
861,KATRINE VANDET SALLING,5.76,Boulder,Female,2
862,"MINGXIN, JUDITH SIM",5.5,Boulder,Female,2
863,SIMA SOLTANI,5.5,Boulder,Female,2
864,HINAKO FURUKAWA,5.5,Boulder,Female,2
865,MAYA DREAMER,5.5,Boulder,Female,2
866,ASAKI HAGIWARA,5.5,Boulder,Female,2
867,SOLMAZ ESHGHI,5,Boulder,Female,2
868,MARGAUX PUCHEUX,5,Boulder,Female,2
869,ZHUOMA PUBU,4.52,Boulder,Female,2
870,PANCHAMAYA TAMANG,4.5,Boulder,Female,2
871,JOANNA NEAME,4.42,Boulder,Female,2
872,ANNALISA DE MARCO,4.42,Boulder,Female,2
873,IDA KUPS,4.34,Boulder,Female,2
874,HANNAH SCHUBERT,4,Boulder,Female,2
875,EMILY ZIFFER,4,Boulder,Female,2
876,MOMOKA ODA,3.82,Boulder,Female,2
877,MISATO NISHIKORI,3.5,Boulder,Female,2
878,SERIKA OKAWACHI,3.5,Boulder,Female,2
879,MARINE THÉVENET,3.5,Boulder,Female,2
880,SABINA VAN ESSEN,3.5,Boulder,Female,2
881,PRATTHANA RAKSACHAT,3.5,Boulder,Female,2
882,ANNA ZAIKINA,3.34,Boulder,Female,2
883,SARAH PEARCE,3.06,Boulder,Female,2
884,CHEA MARAK,3,Boulder,Female,2
885,ATHENA BIGVAND,3,Boulder,Female,2
886,ANDREA EBNER,2.98,Boulder,Female,2
887,SIDDHI SHEKHAR MANERIKAR,2.95,Boulder,Female,2
888,ANOUCK JAUBERT,2.74,Boulder,Female,2
889,ANNA VOLLENWYDER,2.42,Boulder,Female,2
890,NATSUMI HIRANO,2.26,Boulder,Female,2
891,REBEKKA STOTZ,2.14,Boulder,Female,2
892,GOH HUI CHEN JANET,2,Boulder,Female,2
893,MOMOKA KANEKO,1.96,Boulder,Female,2
894,SUNNIVA EIK HAAVE,1.94,Boulder,Female,2
895,THOMASINA PIDGEON,1.91,Boulder,Female,2
896,ALEXANDRA ZHIZNEVSKAYA,1.9,Boulder,Female,2
897,SOFIA HEINZE CACHO,1.85,Boulder,Female,2
898,TATIANA SHEMULINKINA,1.84,Boulder,Female,2
899,MIKU ISHII,1.75,Boulder,Female,2
900,KOKORO TAKATA,1.64,Boulder,Female,2
901,PAIGE BOKLASCHUK,1.5,Boulder,Female,2
902,EVA THOMPSON,1.5,Boulder,Female,2
903,MATHILDE BECERRA,1.5,Boulder,Female,2
904,MIHARU SOTOME,1.5,Boulder,Female,2
905,THEA WULFF,1.45,Boulder,Female,2
906,PANKAEW PLYPOOLSUP,1.44,Boulder,Female,2
907,ANNA LAITINEN,1.37,Boulder,Female,2
908,SENJAM DEBALA DEVI,1.3,Boulder,Female,2
909,REBECCA FRANGOS,1.3,Boulder,Female,2
910,FLAVIA PEREIRA SONALI,1.17,Boulder,Female,2
911,MOLLY THOMPSON-SMITH,1.17,Boulder,Female,2
912,ALYSSA WEBER,1.12,Boulder,Female,2
913,GENEVIEVE DENNIS,1.1,Boulder,Female,2
914,CAMPBELL SARINOPOULOS,1.07,Boulder,Female,2
915,AYANO SOGA,1,Boulder,Female,2
916,WATCHAREEWAN TOMAS,1,Boulder,Female,2
917,YUZHEN BAIMA,1,Boulder,Female,2
918,FARZANEH SHAHRAVI,0.92,Boulder,Female,2
919,SMRITI SINGH,0.9,Boulder,Female,2
920,NEHAA PRAKASH,0.85,Boulder,Female,2
921,TABEA SCHWAB,0.82,Boulder,Female,2
922,FRIEDERIKE PETRI,0.82,Boulder,Female,2
923,CLOTHILDE MORIN,0.82,Boulder,Female,2
924,NARADA DISYABUT,0.82,Boulder,Female,2
925,DELANEY MILLER,0.82,Boulder,Female,2
926,MADDY MORRIS,0.8,Boulder,Female,2
927,PRATEEKSHA ARUN,0.75,Boulder,Female,2
928,ZOE STEINBERG,0.75,Boulder,Female,2
929,RISA OTA,0.72,Boulder,Female,2
930,KAYLA LIEUW,0.72,Boulder,Female,2
931,VICTORIA PERKINS,0.72,Boulder,Female,2
932,AKIKO KAWABATA,0.72,Boulder,Female,2
933,LAURA STÖCKLER,0.72,Boulder,Female,2
934,MIA BAWENDI,0.72,Boulder,Female,2
935,LENA SCHRITTWIESER,0.72,Boulder,Female,2
936,BETTINA ASCHAUER,0.72,Boulder,Female,2
937,ANASTASIIA EVGENEVA,0.72,Boulder,Female,2
938,ANNA MARGOLINA,0.72,Boulder,Female,2
939,PRERNA DANGI,0.67,Boulder,Female,2
940,MAYURI DESHMUKH,0.67,Boulder,Female,2
941,DHANSHRI LEKURWALA,0.67,Boulder,Female,2
942,YUNO HARIGAE,0.62,Boulder,Female,2
943,NAAMA YOHAI,0.62,Boulder,Female,2
944,FLORA FROESE,0.62,Boulder,Female,2
945,HOMARE TODA,0.62,Boulder,Female,2
946,ELISA VAN DER WEL,0.62,Boulder,Female,2
947,ALEJANDRA CONTRERAS,0.62,Boulder,Female,2
948,SAULA LERONDEL,0.62,Boulder,Female,2
949,PIPER KELLY,0.62,Boulder,Female,2
950,ERINA MIURA,0.6,Boulder,Female,2
951,KATHERINE LAMB,0.52,Boulder,Female,2
952,ASJA GOLLO,0.52,Boulder,Female,2
953,ISABEL GIFFORD,0.52,Boulder,Female,2
954,MADISON FISCHER,0.52,Boulder,Female,2
955,EVA MARIA HAMMELMÜLLER,0.52,Boulder,Female,2
956,MAGDALENA RÖCK,0.52,Boulder,Female,2
957,HEEYEON PARK,0.52,Boulder,Female,2
958,WANGMU RENZENG,0.52,Boulder,Female,2
959,DARIA NESTERENKO,0.52,Boulder,Female,2
960,SWASTIKA CHAUDHARY,0.5,Boulder,Female,2
961,SHIVANI CHARAK,0.5,Boulder,Female,2
962,CELESTE WALL,0.35,Boulder,Female,2
963,ALEXIS MASCARENAS,0.35,Boulder,Female,2
964,JULIANA PRICE,0.06,Boulder,Female,2
965,AYLEEN GUARÉ,0.06,Boulder,Female,2
966,LIA WIECKOWSKI,0.06,Boulder,Female,2
967,PIA GRAHAM,0.06,Boulder,Female,2
968,REZA ALIPOUR SHENAZANDIFARD,1573,Speed,Male,1
969,BASSA MAWEM,1490,Speed,Male,1
970,DANYIL BOLDYREV,1364,Speed,Male,1
971,MARCIN DZIENSKI,1332.5,Speed,Male,1
972,VLADISLAV DEULIN,1310.5,Speed,Male,1
973,DMITRII TIMOFEEV,1214,Speed,Male,1
974,STANISLAV KOKORIN,1187,Speed,Male,1
975,QIXIN ZHONG,1162,Speed,Male,1
976,ALEKSANDR SHIKOV,1039,Speed,Male,1
977,ALEKSANDR SHILOV,986.5,Speed,Male,1
978,LUDOVICO FOSSALI,956.4,Speed,Male,1
979,LIBOR HROZA,788,Speed,Male,1
980,ASPAR ASPAR,696.52,Speed,Male,1
981,LEONARDO GONTERO,672.5,Speed,Male,1
982,GUILLAUME MORO,670.5,Speed,Male,1
983,KOSTIANTYN PAVLENKO,610,Speed,Male,1
984,JAN KRIZ,549.7,Speed,Male,1
985,ALFIAN MUHAMMAD FAJRI,464,Speed,Male,1
986,ALESSANDRO SANTONI,430.95,Speed,Male,1
987,GIAN LUCA ZODDA,375,Speed,Male,1
988,QUENTIN NAMBOT,363,Speed,Male,1
989,PENGHUI LIN,354,Speed,Male,1
990,ARSENII BOGOMOLOV,351.95,Speed,Male,1
991,JINXIN LI,334.55,Speed,Male,1
992,VEDDRIQ LEONARDO,325,Speed,Male,1
993,SERGEI RUKIN,319.6,Speed,Male,1
994,ZHIYONG OU,305.75,Speed,Male,1
995,SABRI SABRI,290.52,Speed,Male,1
996,AMIR MAIMURATOV,258,Speed,Male,1
997,JOHN BROSLER,249.72,Speed,Male,1
998,HINAYAH MUHAMMAD,224,Speed,Male,1
999,LEV RUDATSKIY,215,Speed,Male,1
1000,RAFAL HALASA,192,Speed,Male,1
1001,GEORGY ARTAMONOV,186.4,Speed,Male,1
1002,EVGENII VAITSEKHOVSKII,176,Speed,Male,1
1003,SUFRIYANTO RINDI,170,Speed,Male,1
1004,YULIANTO ABUDZAR,166,Speed,Male,1
1005,PANGERAN SEPTO WIBOWO SIBURIAN,160.82,Speed,Male,1
1006,ARSENII SHEVCHENKO,155,Speed,Male,1
1007,PIERRE REBREYEND,147,Speed,Male,1
1008,KIROMAL KATIBIN,145,Speed,Male,1
1009,CARLOS GRANJA,136,Speed,Male,1
1010,RISHAT KHAIBULLIN,136,Speed,Male,1
1011,SERGEI LUZHETSKII,126,Speed,Male,1
1012,LONG CAO,121,Speed,Male,1
1013,JINBAO LONG,120,Speed,Male,1
1014,FATCHUR ROJI,118,Speed,Male,1
1015,JEDRZEJ KOMOSINSKI,117,Speed,Male,1
1016,MICHAL LEWICKI,107,Speed,Male,1
1017,SEAN MCCOLL,97.75,Speed,Male,1
1018,SEUNGBEOM LEE,93,Speed,Male,1
1019,MICHAEL FINN-HENRY,92.9,Speed,Male,1
1020,ROBERT STEWART-PATTERSON,91,Speed,Male,1
